address,domain,extracted_date,food_category,food_types,link,opinions,   in_pric    ,max_price,rating,restaurant_name
"Parque Centenario 18, Ciudad de M̩xico 04000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14004587-Reviews-Raffaelle_Tratoria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,"Italiana, Pizz    r  _a",,4.5,Raffaelle Tratoria
"Av. de los Bosques No. 234 Centro Comercial del Puente, Ciudad de M̩xico 05129 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Kosher, Apto para vegetarianos","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2060237-Reviews-El_Rey_Del_Falafel-Mexico_City_Central_Mexico_and_Gulf_Coast.html,27,      l           io Ori    nt    ,,4.5,El Rey Del Falafel
"Mazatl��n 138, Ciudad de M̩xico 06170 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Cena, Almuerzo",Asiento,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17146779-Reviews-Soul_Condesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,15,       xicana,,4.5,Soul Condesa
"Parque De Granada 25 Local 9 Piso 2, Ciudad de M̩xico 52760 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d24904582-Reviews-Solo_Cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,Int    rnacional,,5,Solo Caf̩
"Aguascalientes 127 Col. Roma Roma Sur, Ciudad de M̩xico 06760 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Latina, Colombiana, Peruana, Bar, Pub, Sudamericana, Ecuatoriana","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15583703-Reviews-Ardiente_Cantina_Latina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,$3,$300,5,Ardiente Cantina Latina
"Calle Madrid 129, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Libanesa, Mediterr��nea, ́rabe","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10027733-Reviews-El_Sheik-Mexico_City_Central_Mexico_and_Gulf_Coast.html,37,"$2,009","$8,034",4,El Sheik
"Calle Queretaro 225 Planta Baja Mercado Roma, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10149877-Reviews-Bendita_Paleta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,18,       xicana,,5,Bendita Paleta
"Puebla 121 Colonia Roma, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena, Bebidas","Reservaciones, Asiento, Televisi�_n, Sirve alcohol, Servicio de mesa, Bar completo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4007436-Reviews-Covadonga-Mexico_City_Central_Mexico_and_Gulf_Coast.html,84,   spa  �ola,,3.5,Covadonga
"Avenida Benjamin Franklin No. 239 Col. Hip�_dromo Condesa, Ciudad de M̩xico 06140 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Peruana, Latina, Mariscos","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7261452-Reviews-Asia_Peru-Mexico_City_Central_Mexico_and_Gulf_Coast.html,96,$69,$300,4,Asia Per̼
"Boulevard Adolfo L�_pez Mateos No. 5268, Ciudad de M̩xico 04910 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena, Desayuno","Reservaciones, Acceso para silla de ruedas, Servicio de mesa, Asiento, Sirve alcohol",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7254762-Reviews-La_Mansion_Periferico_Sur-Mexico_City_Central_Mexico_and_Gulf_Coast.html,36,Chu asqu    r  _a,,4.5,La Mansi�_n Perif̩rico Sur
"Avenida Altavista 142 San Angel Inn, Alvaro Obreg�_n, Ciudad de M̩xico 01060 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Opciones sin gluten,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7615593-Reviews-Decrab_Altavista-Mexico_City_Central_Mexico_and_Gulf_Coast.html,71,"   ariscos,   ,  ",,4,Decrab Altavista
"Eje Vial 3 sur (Avenida Morelos) 536 Magdalena Mixiuhca, Ciudad de M̩xico 15850 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Desayuno, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8272740-Reviews-Hacienda_de_Jamaica-Mexico_City_Central_Mexico_and_Gulf_Coast.html,26,       xicana,,4.5,Hacienda de Jamaica
"Orizabal 163, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena, Bebidas","Asiento, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4724121-Reviews-La_Graciela-Mexico_City_Central_Mexico_and_Gulf_Coast.html,45,  ,,4,La Graciela
"Avenida Cuauhtemoc 35, Ciudad de M̩xico 09900 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Comida para llevar,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8764780-Reviews-Marisqueria_La_Perla_De_La-Mexico_City_Central_Mexico_and_Gulf_Coast.html,26,   ariscos,,4.5,Marisqueria La Perla De La
"Calle Uxmal 88, Ciudad de M̩xico 03020 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Italiana, Pizzer�_a, Estadounidense","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10696119-Reviews-Pizza_Local-Mexico_City_Central_Mexico_and_Gulf_Coast.html,29,$50,$200,4.5,Pizza Local
"Queretaro 182, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena","Asiento, Sirve alcohol, Servicio de mesa, Reservaciones, Asientos al aire libre",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7684515-Reviews-Escollo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,41,"       xicana,     spa  �ola",,4,Escollo
"Avenida de Las Fuentes 510, Ciudad de M̩xico 14410 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Latina, Espa̱ola","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1058904-Reviews-El_Farolito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,53,$201,$301,4,El Farolito
"Tamaulipas, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Cena, Almuerzo","Comida para llevar, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4795253-Reviews-Burgers_By_Buba-Mexico_City_Central_Mexico_and_Gulf_Coast.html,29,Co    i  a r    pi  a,,4.5,Burgers By Buba
"Calzada Jose Vasconcelos #21 Colonia San Miguel Chapultepec, Ciudad de M̩xico 11850 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena","Sirve alcohol, Servicio de mesa, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7657921-Reviews-Bar_El_Bosque-Mexico_City_Central_Mexico_and_Gulf_Coast.html,29,"       xicana,     ariscos",,4.5,Bar El Bosque
"Plaza Jardin Centenario 14 Colonia del Carmen, Coyoacan, Ciudad de M̩xico 04000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Reservaciones, Asiento, Sirve alcohol, Servicio de mesa, Asientos al aire libre",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4353671-Reviews-Entrevero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,73,"Al    u    rzo, C    na",,4,Entrevero
"Ave Nuevo Leon 135 Hip�_dromo Condesa, Ciudad de M̩xico 06100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Italiana, Mediterr��nea","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11806822-Reviews-Salacia-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,$300,$750,4.5,Salacia
"Masaryk 360-4 Entre CONVERSE y STARBUCKS, en el Pasaje Polanco, Ciudad de M̩xico 11560 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mariscos, Mexicana",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d942555-Reviews-Nautilus_desde_1955-Mexico_City_Central_Mexico_and_Gulf_Coast.html,44,$502,$904,4,Nautilus desde 1955
"Avenida Miguel Angel de Quevedo 992, Ciudad de M̩xico 04040 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena, Desayuno, Brunch, Bebidas","Entrega a domicilio, Comida para llevar, Reservaciones, Asientos al aire libre, Estacionamiento disponible, Servicio de valet, Estacionamiento privado gratis, Sillitas altas disponibles, Sirve alcohol, Bar completo, Vino y cerveza, Wi-Fi gratis, Acepta tarjetas de cr̩dito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23259843-Reviews-DRE_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,"   ariscos,     spa  �ola, Brit    nica,  , Gastro ",,5,DRE Coyoacan
"Calle Tonala 23 Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,Cena,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13202276-Reviews-Loup_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,25,"       xicana, Latina, Cont             n    a, Fusi  _n,             ",,4,Loup Bar
"Monte L�_bano 13 A, Ciudad de M̩xico 11000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Italiana, Pizzer�_a",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4186063-Reviews-Farina_Lomas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,89,$310,$500,4,Farina
"Calle Dakota 155 Col. N��poles, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Desayuno, Almuerzo, Cena","Reservaciones, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14795828-Reviews-Anyuna-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,       xicana,,5,Anyuna
"Patricio Sanz #634 Col. Del Valle, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1057340-Reviews-Gino_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,76,"Italiana,                   n    a",,4,Gino's 
"Oaxaca, 87 Colonia Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Bar, Pizzer�_a, Internacional, Fusi�_n","Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7625161-Reviews-Gin_Gin_Cibeles-Mexico_City_Central_Mexico_and_Gulf_Coast.html,182,$350,$750,3.5,Gin Gin Roma
"Calle Matanzas 669 Col. Lindavista, Ciudad de M̩xico 07300 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Desayuno, Almuerzo, Cena, Bebidas","Comida para llevar, Reservaciones, Asiento, Estacionamiento disponible, Servicio de valet, Sirve alcohol, Servicio de mesa, Entrega a domicilio, Estacionamiento para clientes, Sillitas altas disponibles, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4414227-Reviews-Parrilla_Danesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,92,"       xicana, Pa illa",,4,Parrilla Danesa
"Alvaro Obreg�_n 21-1 Col. Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Sirve alcohol, Reservaciones, Asiento, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8720977-Reviews-El_Deposito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,50,"Co    i  a r    pi  a,   ,  ",,4,El Deposito
"Cozumel 22, Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Francesa, Mexicana, Internacional","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23256278-Reviews-Zea_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,$300,$500,5,Zea Bistro
"Londres 165 Col. Juares Zona Rosa, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7711900-Reviews-Raffaello_Ristorante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,78,"Italiana, Chu asqu    r  _a,     urop    a",,4,Raffaello Ristorante
"Av. Prolongaci�_n Divisi�_n del Norte 4199 Esq. con Ing Jes̼s Gomez Gonz��lez, Ciudad de M̩xico 14356 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Churrasquer�_a, Bar, Parrillada, Parrilla, Argentina","Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17165323-Reviews-La_Taberna_del_Vikingo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,18,$250,"$1,000",4.5,La Taberna del Vikingo
"Calle Filadelfia 176 Col. Napoles, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Cena, Almuerzo","Reservaciones, Asiento, Acepta tarjetas de cr̩dito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13541016-Reviews-Kimasu-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,"Japon    sa, Sushi, Asi    tica",,5,Kimasu
"Avenida Paseo de Las Palmas 275-C, Ciudad de M̩xico 11000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mariscos, Mediterr��nea, Espa̱ola","Almuerzo, Cena, Desayuno",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1021050-Reviews-Marentino-Mexico_City_Central_Mexico_and_Gulf_Coast.html,39,$502,"$2,009",4,Marentino
"Blvd. Manuel ́vila Camacho 160, Ciudad de M̩xico 53398 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Cena, Almuerzo, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12341478-Reviews-LaGrange_Toreo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,"Brasil    ra,   ,     spa  �ola,  , Su  a        ricana",,4.5,LaGrange Toreo
"Avenida Magdalena 311 Local A, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Cervecer�_a, Pub, Gastropub, Mexicana, Bar","Bebidas, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12965118-Reviews-Principia_Tasting_Room-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,$5,$220,5,Principia Tasting Room
"Poniente 122, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Comida para llevar, Asiento, Sillitas altas disponibles, Sirve alcohol, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3992199-Reviews-Mariscos_Don_Panchito_Vallejo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,41,"   ariscos,         xicana",,4,Mariscos Don Panchito Vallejo
"Avenida Felix Cuevas 374, Ciudad de M̩xico 03200 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Apto para vegetarianos, Opciones veganas","Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13130338-Reviews-Odeon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,"Latina,     spa  �ola",,4.5,Odeon
"Calle Seneca 349 Esquina Masaryk, Ciudad de M̩xico 11530 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Espa̱ola",Cena,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16755073-Reviews-Ofelia_Botanero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,28,$150,"$1,500",4,Ofelia Botanero
"Amberes 38, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Internacional, Latina, Espa̱ola",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10826648-Reviews-Radiata-Mexico_City_Central_Mexico_and_Gulf_Coast.html,21,$200,$450,4.5,Radiata
"Avenida Altavista 147 San ́ngel Inn, Ciudad de M̩xico 01060 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Contempor��nea,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8811475-Reviews-Cafe_O-Mexico_City_Central_Mexico_and_Gulf_Coast.html,74,$50,$250,3.5,Cafe ��
"Av. Masaryk 123 Polanco, Ciudad de M̩xico 11560 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d24178946-Reviews-Diego_Y_Yo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,"       xicana, Fusi  _n",,5,Diego Y Yo
"Aristoteles 124 Esquina Masaryk, Ciudad de M̩xico 11550 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Latina, Bar",Cena,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8751019-Reviews-Cantina_La_Piedra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,129,$15,$500,3.5,Cantina La Piedra
"Periferico Sur # 3720 Artz Pedregal, Ciudad de M̩xico 03810 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Mexicana,"Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17520547-Reviews-Sylvestre_Artz-Mexico_City_Central_Mexico_and_Gulf_Coast.html,40,$944,"$1,265",4,Sylvestre Artz
"Calle Copenhague 25, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Mexicana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19105566-Reviews-Frutos_Prohibidos_COPENHAGUE-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,$35,$200,5,Frutos Prohibidos COPENHAGUE
"Magdalena 325 Entrada por Santa Barbara, Ciudad de M̩xico 03100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6417875-Reviews-Palikari-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,Gri    ga,,4.5,Palikari
"Gonzalez Camarena 999 Santa Fe, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Cena, Abierto hasta tarde, Bebidas","Asiento, Sirve alcohol, Reservaciones, Televisi�_n, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1916411-Reviews-The_King_s_Pub-Mexico_City_Central_Mexico_and_Gulf_Coast.html,60,"  ,  ",,4,The King's Pub
"Calle Anatole France 115 Colonia Polanco, Ciudad de M̩xico 11540 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Apto para vegetarianos,"Desayuno, Brunch, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8545134-Reviews-Matisse-Mexico_City_Central_Mexico_and_Gulf_Coast.html,88,      licat    ss    n,,3.5,Matisse
"Luz Savi̱�_n 1211, Ciudad de M̩xico 03020 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Latina, Espa̱ola",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7625585-Reviews-Las_Tlayudas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,57,$60,$200,4,Las Tlayudas
"Calle Puebla 182 Col. Insurgentes, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13829846-Reviews-Gatorta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,       xicana,,5,Gatorta
"Calle Gabino Barreda # 2 Ciudad Satelite, Mexico, Mexico, Ciudad de M̩xico 53100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Sushi, Japonesa, Estadounidense","Cena, Brunch, Desayuno, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8853298-Reviews-Daisuki_Satelite-Mexico_City_Central_Mexico_and_Gulf_Coast.html,22,$150,$250,4.5,Daisuki Sat̩lite
"Avenue Francisco I. Madero 56 Centro Historico, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Apto para vegetarianos, Opciones veganas","Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10042557-Reviews-Los_Vegetarianos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,50,       xicana,,4,Los Vegetarianos
"Calle Londres 127 Interior 64 y 67, Col. Juarez - Zona Rosa, Ciudad de M̩xico 06600 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena","Comida para llevar, Reservaciones, Asiento, Sillitas altas disponibles, Sirve alcohol, Bar completo, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3199738-Reviews-Italianni_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,162,Italiana,,3.5,Italianni's
"Calle Avenida Francisco Sosa 165 Barrio de Santa Catarina Coyoac��n, Ciudad de M̩xico 04100 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Espa̱ola, Bar de vinos",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9730599-Reviews-Antull-Mexico_City_Central_Mexico_and_Gulf_Coast.html,19,$25,$120,4.5,Antull
"Calle Guanajuato 239 Colonia Roma Norte, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Cena, Almuerzo","Comida para llevar, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10524621-Reviews-Chetito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,29,"       xicana, Latina,     spa  �ola",,4.5,Chetito
"Avenida Revolucion no. 1318 Col. Guadalupe Inn Cp 01040, Ciudad de M̩xico 01020 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Desayuno, Almuerzo, Bebidas","Reservaciones, Asiento, Acceso para silla de ruedas, Servicio de mesa, Comida para llevar, Estacionamiento disponible, Televisi�_n, Sillitas altas disponibles, Sirve alcohol, Vino y cerveza",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3160011-Reviews-Dona_Lula-Mexico_City_Central_Mexico_and_Gulf_Coast.html,80,"       xicana, Latina",,4,Do̱a Lula
"Calle Holbein 86 Ciudad de Los Deportes, Ciudad de M̩xico 03710 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Contempor��nea, Fusi�_n","Brunch, Bebidas, Desayuno, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8649311-Reviews-Modesto_Paniagua_Cocina_Contemporanea-Mexico_City_Central_Mexico_and_Gulf_Coast.html,36,$100,$450,4.5,Modesto Paniagua Cocina Contempor��nea
"Juan de la Barrera 103, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Desayuno, Almuerzo, Cena","Comida para llevar, Reservaciones, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7247082-Reviews-El_Copihue_Chileno-Mexico_City_Central_Mexico_and_Gulf_Coast.html,21,"Chil    na, Int    rnacional",,4.5,El Copihue Chileno
"Local A1, Narvarte Poniente, C.P. 03020, Delegacion Benito Juarez, Cdmx Calle Heriberto Frias 573 Colonia Narvarte Poniente, Ciudad de M̩xico 03020 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Espa̱ola, Mediterr��nea, Mariscos, Internacional, Europea, Bar de vinos","Cena, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17343543-Reviews-Socarrat-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,$100,$250,5,Socarrat
"Tintoreto 123, Col. Ciudad de los Deportes, Ciudad de M̩xico M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Latina",Almuerzo,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1009972-Reviews-Villamelon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,108,$100,$201,4,Villamelon
"Aranda 28 Colonia Centro, Ciudad de M̩xico 06000 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Asiento,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4224924-Reviews-Pulqueria_Las_Duelistas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,38,       xicana,,4.5,Pulqueria Las Duelistas
"Avenida Toluca 91, Ciudad de M̩xico 01080 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,Almuerzo,"Asiento, Servicio de mesa, Comida para llevar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7609594-Reviews-La_Curva-Mexico_City_Central_Mexico_and_Gulf_Coast.html,33,"   ariscos,         xicana",,4.5,La Curva
"Durango #187 Col. Roma Delegacion Cuauhtemoc, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Mexicana, Latina, Bar, Fusi�_n","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4430117-Reviews-Chuchito_Perez_Cibeles-Mexico_City_Central_Mexico_and_Gulf_Coast.html,213,$15,$30,3.5,Chuchito P̩rez Cibeles
"Ubicaci�_n Alfonso Reyes esq. Tamaulipas, Ciudad de M̩xico 06170 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Churrasquer�_a, Argentina, Latina, Espa̱ola, Sudamericana","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d815303-Reviews-El_Zorzal-Mexico_City_Central_Mexico_and_Gulf_Coast.html,47,$301,"$2,009",4,El Zorzal
"Chihuahua 181 A, Ciudad de M̩xico 06700 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23783337-Reviews-Santa_Hamburguesas_Mexicanas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,"       xicana, C    rv    c    r  _a, Co    i  a r    pi  a, Cont             n    a,  , Co    i  a        call    ",,5,Santa Hamburguesas Mexicanas
"Avenida San Jeronimo 369, Ciudad de M̩xico 01090 M̩xico",www.tripadvisor.com.mx,08/09/22 17:54,"Almuerzo, Cena, Desayuno, Brunch","Reservaciones, Asiento, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7651935-Reviews-Jeronimo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,49,       xicana,,4,Jeronimo
