address,datePublished,domain,extracted_date,food_category,food_types,link,opinions,prices_range,rating,restaurant_name
"Viena 114, Col. Del Carmen Coyoacan, Ciudad de México 04100 México",,www.tripadvisor.com.mx,2022-09-08 17:52:23,Mexicana,"Desayuno, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1009983-Reviews-La_Vienet-Mexico_City_Central_Mexico_and_Gulf_Coast.html,78,$201 - $502,4.0,La Vienet
"Uan Salvador Agraz 37 Santa Fe, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 17:52:23,"Italiana, Pizzería, Mariscos",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1084855-Reviews-Bellaria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,105,$310 - $500,4.0,Bellaria
"Avenida Altavista # 3 San Angel, Ciudad de México 01060 México",,www.tripadvisor.com.mx,2022-09-08 17:52:24,"Mexicana, Internacional, Española","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1390720-Reviews-La_Buena_Fe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,117,"$603 - $1,004",4.0,La Buena Fe
"Calle Gutierrez Najera s/n Esquina con Clavijero, Colonia Tránsito, Ciudad de México 06820 México",,www.tripadvisor.com.mx,2022-09-08 17:52:24,"Desayuno, Almuerzo, Cena","Comida para llevar, Asiento, Acceso para silla de ruedas, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12955718-Reviews-Taqueria_El_Abanico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,"Mexicana, Latina, Española",5.0,Taqueria El Abanico
"Insurgentes Sur 3000 Centro Cultural Universitario, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:24,"Mexicana, Latina",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1010153-Reviews-Azul_y_Oro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,213,$201 - $502,3.5,Azul y Oro
"Plaza Melchor Ocampo 14, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 17:52:24,Apto para vegetarianos,"Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7699599-Reviews-Las_Tinajas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,46,"Española, Bar, Pub, Bar de vinos",4.5,Las Tinajas
"Avenida Alvaro Obregon No. 60. Loc. 5., Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:52:25,"Desayuno, Almuerzo, Cena, Brunch","Comida para llevar, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6755017-Reviews-Los_Bisquets_de_Obregon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,115,"Mexicana, Latina, Café",4.0,Los Bisquets de Obregon
"Chilpancingo 35 Colonia Condesa, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:25,Apto para vegetarianos,"Desayuno, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9711177-Reviews-Chilpa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,50,"Mexicana, Española",4.5,Chilpa
"Paseo de la Reforma, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:25,Apto para vegetarianos,Desayuno,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7280546-Reviews-Paris_16_Cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,33,Mexicana,4.5,Paris 16 Cafe
"Avenida Alvaro Obregon 101 Esq. Orizaba, Col. Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:52:26,"Francesa, Bar de vinos, Europea",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4724117-Reviews-Galia_Chef-Mexico_City_Central_Mexico_and_Gulf_Coast.html,81,$350 - $700,4.0,Galia Chef
"Emilio Castelar 163 Polanco, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 17:52:26,"Española, Contemporánea, Europea","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8806944-Reviews-Casa_Fran-Mexico_City_Central_Mexico_and_Gulf_Coast.html,66,$100 - $500,4.5,Casa Fran
"Av.Div. del Norte 2804 Col. Parque San Andrés, Unidad Coyoacan, Ciudad de México 04040 México",,www.tripadvisor.com.mx,2022-09-08 17:52:26,Apto para vegetarianos,"Cena, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10745416-Reviews-Restaurante_Los_Sifones-Mexico_City_Central_Mexico_and_Gulf_Coast.html,42,"Mexicana, Latina, Española",4.5,Restaurante Los Sifones
"Avenida Paseo de La Reforma 342, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:52:27,"Apto para vegetarianos, Opciones veganas","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7837625-Reviews-50_Friends-Mexico_City_Central_Mexico_and_Gulf_Coast.html,99,"Italiana, Pizzería",4.0,50 Friends
"Av. Gandhi S/N Dentro del Museo Nacional de Antropología, Ciudad de México 11500 México",,www.tripadvisor.com.mx,2022-09-08 17:52:27,"Mexicana, Latina","Almuerzo, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15692550-Reviews-Sala_Gastronomica-Mexico_City_Central_Mexico_and_Gulf_Coast.html,48,$250 - $600,4.5,Sala Gastronómica
"Av. Universidad 171 Colonia Narvarte Entre Xola y la Glorieta de Vertiz Mitla y Monte Alban, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 17:52:27,"Cena, Bebidas, Almuerzo, Abierto hasta tarde","Comida para llevar, Reservaciones, Estacionamiento disponible, Estacionamiento para clientes, Servicio de valet, Televisión, Acceso para silla de ruedas, Sirve alcohol, Bar completo, Acepta American Express, Acepta Mastercard, Acepta Visa, Solo pago en efectivo, Wi-Fi gratis, Entrega a domicilio, Servicio de mesa, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3423325-Reviews-Los_hornillos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,50,Mexicana,4.5,Los Hornillos
"Sur 69A, 513, Col. Justo Sierra, Deleg. Iztapalapa, Ciudad de México 09460 México",,www.tripadvisor.com.mx,2022-09-08 17:52:28,"Almuerzo, Desayuno, Brunch","Comida para llevar, Asiento, Estacionamiento en la calle, Acceso para silla de ruedas, Vino y cerveza, Wi-Fi gratis, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3397017-Reviews-Casa_Licha_Pozole-Mexico_City_Central_Mexico_and_Gulf_Coast.html,51,$110 - $260,4.5,Casa Licha Pozole
"Av. Ejército Nacional Mexicano 843-B Centro Comercial Antara, Ciudad de México 11520 México",,www.tripadvisor.com.mx,2022-09-08 17:52:28,Apto para vegetarianos,"Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3157689-Reviews-Los_Canarios_Odeon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,139,Mexicana,4.0,Los Canarios Odeon
"Avenida Álvaro Obregón 180 Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:52:29,"Almuerzo, Cena, Brunch, Bebidas","Reservaciones, Restaurante privado, Asiento, Servicio de valet, Acceso para silla de ruedas, Sirve alcohol, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa, Wi-Fi gratis, Acepta Discover, Acepta tarjetas de crédito, Servicio de mesa, Apto para perros, Estilo familiar, Restaurantes para no fumadores",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d24142414-Reviews-Mexa_Cocina_Del_Alma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,15,"Mexicana, Francesa, Asiática",5.0,Mexa Cocina Del Alma
"Via Santa Fe Centro Comercial Santa Fe , Local 1807, Ciudad de México 05109 México",,www.tripadvisor.com.mx,2022-09-08 17:52:29,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11706429-Reviews-Prosecco_Santa_Fe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,101,Italiana,4.0,Prosecco Santa Fe
"Avenida Campeche 367 Espacio Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 17:52:29,"Mexicana, Comida rápida","Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21338192-Reviews-BFF_Burgers_Fondue_Fries-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,$150 - $300,5.0,"BFF, Burgers, Fondue & Fries"
"Polanco, 1ra seccion Calle Juan Racine 108 Polanco, 1ra. sección, Ciudad de México 11510 México",,www.tripadvisor.com.mx,2022-09-08 17:52:30,"Alemana, Mexicana, Cervecería, Bar, Pub, Bar de vinos","Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7626770-Reviews-Hosteria_de_la_Selva_Negra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,45,$200 - $400,4.5,Hosteria de la Selva Negra
"Avenida Homero 428 Polanco, Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 17:52:30,"Almuerzo, Cena","Reservaciones, Asiento, Acceso para silla de ruedas, Sirve alcohol, Servicio de mesa, Comida para llevar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6849506-Reviews-Don_Asado-Mexico_City_Central_Mexico_and_Gulf_Coast.html,108,"Churrasquería, Latina",4.0,Don Asado
"Avenida Campeche 367, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 17:52:30,"Almuerzo, Cena",Acepta tarjetas de crédito,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23965498-Reviews-La_Buena_Birria_Mx-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,Mexicana,5.0,La Buena Birria Mx
"Calle Copenhague 4, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:52:31,Apto para vegetarianos,"Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6580104-Reviews-Il_Ritrovo_Italian_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html,54,"Italiana, Pizzería",4.5,Il Ritrovo Italian Restaurant
"Luis G. Urbina 4, Polanco, Miguel Hidalgo, Ciudad de México 45688 México",,www.tripadvisor.com.mx,2022-09-08 17:52:31,"Almuerzo, Cena","Reservaciones, Asientos al aire libre, Asiento, Televisión, Sirve alcohol, Bar completo, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d5264395-Reviews-La_Aceituna-Mexico_City_Central_Mexico_and_Gulf_Coast.html,89,"Europea, Española, Bar",4.0,La Aceituna
"Av. Universidad 248 Col. Narvarte, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 17:52:31,Cena,"Comida para llevar, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12159107-Reviews-El_Vilsito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,49,"Mexicana, Latina",4.5,El Vilsito
"Sabino 215 Col. Santa Maria la Rivera, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:32,"Desayuno, Almuerzo, Brunch","Comida para llevar, Asiento, Sillitas altas disponibles, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3382083-Reviews-La_Oveja_Negra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,54,"Mexicana, Parrillada, Española",4.5,La Oveja Negra
"Blvd Manuel Ávila Camacho 1007 Mundo E, Ciudad de México 54050 México",,www.tripadvisor.com.mx,2022-09-08 17:52:32,Mexicana,"Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d18939937-Reviews-La_Casa_Del_Pastor_Mundo_E-Mexico_City_Central_Mexico_and_Gulf_Coast.html,25,$29 - $180,4.5,La Casa Del Pastor Mundo E
"Calle Venustiano Carranza 148 Piso 1, Ciudad de México 06060 México",,www.tripadvisor.com.mx,2022-09-08 17:52:33,"Libanesa, Del Medio Oriente, Mediterránea","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2442348-Reviews-Restaurant_Ehden-Mexico_City_Central_Mexico_and_Gulf_Coast.html,28,"$3,013 - $6,026",4.5,Restaurant Ehden
"julio verne 93a, col. Polanco, del. Miguel Hidalgo, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 17:52:33,"Comida rápida, Estadounidense","Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19856267-Reviews-Waldos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,17,$100 - $300,5.0,Waldos
"Eje Vial Eje 8 sur (Avenida Popocatepetl) 546 Patio Universidad, Ciudad de México 03330 México",,www.tripadvisor.com.mx,2022-09-08 17:52:33,Apto para vegetarianos,"Cena, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7132815-Reviews-PF_Chang_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,62,"Asiática, China",4.0,PF Chang's
"Calle Rio Danubio # 150, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 17:52:34,"Almuerzo, Cena","Comida para llevar, Asiento, Televisión, Acceso para silla de ruedas, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6708852-Reviews-Taqueria_la_Chinampa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,110,"Mexicana, Latina",4.0,Taqueria la Chinampa
"Calle Luz Savinon 1305, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 17:52:34,"Cena, Almuerzo","Comida para llevar, Asiento, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7812065-Reviews-Tacos_Manolo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,46,"Mexicana, Comida rápida",4.5,Tacos Manolo
"Angel Urraza 1503 Col. Letrán Valle, Ciudad de México 03600 México",,www.tripadvisor.com.mx,2022-09-08 17:52:34,Mexicana,"Almuerzo, Cena, Desayuno, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4317662-Reviews-Cochinita_Country-Mexico_City_Central_Mexico_and_Gulf_Coast.html,53,$150 - $300,4.5,Cochinita Country
"Avenida Paseo de La Reforma 380, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:52:34,"Almuerzo, Cena","Reservaciones, Asiento, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11960149-Reviews-Meson_Gaucho-Mexico_City_Central_Mexico_and_Gulf_Coast.html,33,"Argentina, Sudamericana",4.5,Meson Gaucho
"Calle Republica de Brasil - Cuauhtemoc 5, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 17:52:35,"Desayuno, Almuerzo, Cena, Brunch","Comida para llevar, Asiento, Acceso para silla de ruedas, Wi-Fi gratis, Servicio de mesa, Sillitas altas disponibles",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7182918-Reviews-La_Parroquia_de_Veracruz-Mexico_City_Central_Mexico_and_Gulf_Coast.html,185,"Mexicana, Latina, Café",4.0,La Parroquia de Veracruz
"Calle Madrid 21 Col. Tabacalera, Ciudad de México 06030 México",,www.tripadvisor.com.mx,2022-09-08 17:52:35,"Almuerzo, Cena","Reservaciones, Asiento, Sirve alcohol, Servicio de mesa, Música en vivo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1905078-Reviews-Cuchilleros-Mexico_City_Central_Mexico_and_Gulf_Coast.html,70,Mexicana,4.0,Cuchilleros
"Julio Verne No. 83 Polanco Chapultepec, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 17:52:36,"Italiana, Europea, Mediterránea, Parrilla, Bar de vinos",Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1845157-Reviews-Capri-Mexico_City_Central_Mexico_and_Gulf_Coast.html,111,$18 - $30,4.0,Capri
"Oaxaca 92 y 93, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 17:52:36,"Cena, Almuerzo","Comida para llevar, Asiento, Televisión, Acceso para silla de ruedas, Sirve alcohol, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7720965-Reviews-El_Faraon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,56,"Mexicana, Latina",4.0,El Faraon
"Plaza Luis Cabrera 7 Roma Norte, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:36,Apto para vegetarianos,"Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4292222-Reviews-Cabrera_7-Mexico_City_Central_Mexico_and_Gulf_Coast.html,228,"Mexicana, Latina",3.5,Cabrera 7
"Rio Neva 30-A, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:36,"Opciones veganas, Apto para vegetarianos","Almuerzo, Cena, Desayuno",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1730856-Reviews-Mezzo_Mezzo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,52,"Italiana, Pizzería",4.5,Mezzo Mezzo
"Ejercito Nacional #769, Col. Ampliación Granada Dentro de plaza Miyana, Ciudad de México 11520 México",,www.tripadvisor.com.mx,2022-09-08 17:52:37,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11791817-Reviews-Alfredo_Di_Roma_Trattoria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,92,Italiana,4.0,Alfredo Di Roma Trattoria
"Florencia 20 Col. Juarez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 17:52:37,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2620331-Reviews-Biwon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,73,"Parrillada, Asiática, Coreana",4.0,Biwon
"Avenida Vasco De Quiroga 3880 A un costado del centro comercial Santa Fe, Ciudad de México 05300 México",,www.tripadvisor.com.mx,2022-09-08 17:52:37,"Latina, Española","Cena, Almuerzo, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1581677-Reviews-Hookah_Santa_Fe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,56,$250 - $450,4.5,Hookah Santa Fe
"Ejercito Nacional 840 entre Seneca y Moliere, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 17:52:38,"Almuerzo, Cena","Comida para llevar, Asiento, Acceso para silla de ruedas, Sirve alcohol, Bar completo, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3963134-Reviews-Embers_Steakhouse-Mexico_City_Central_Mexico_and_Gulf_Coast.html,60,Estadounidense,4.0,Embers Steakhouse
