address,datePublished,domain,extracted_date,food_category,food_types,link,opinions,prices_range,rating,restaurant_name
"Chiapas173-A, colonia Roma, CP 06760 entre Monterrey y Medellin, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:13,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3685864-Reviews-Mareta-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Mariscos,2.5,Mareta
"Vito Alessio Robles 45 Col. Chimalistac, Ciudad de México 01070 México",,www.tripadvisor.com.mx,2022-09-08 18:15:14,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10238417-Reviews-Guarida_del_pescador-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Mexicana,3.0,Guarida del pescador
"Acoxpa 430, Ciudad de México 14340 México",,www.tripadvisor.com.mx,2022-09-08 18:15:14,Opciones veganas,"Comida para llevar, Reservaciones, Asiento, Servicio de mesa, Entrega a domicilio",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11707430-Reviews-Teikit-Mexico_City_Central_Mexico_and_Gulf_Coast.html,19,"Japonesa, Sushi, Asiática",3.0,Teikit
"Avenida Tamaulipas 55 B Colonia Condesa Delagación Cuauhtémoc, Ciudad de México, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:15:15,"Bar, Pizzería, Internacional, Fusión","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19365035-Reviews-Gin_Gin_Condesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$350 - $750,3.0,Gin Gin Condesa
"Plaza Parques Polanco, Ciudad de México 11510 México",,www.tripadvisor.com.mx,2022-09-08 18:15:15,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11948042-Reviews-TGI_Friday_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Comida rápida,3.0,TGI Friday's
"Av. División del Norte 3111, Ciudad de México 03300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:15,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15518691-Reviews-Taqueria_Copacabana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,Mexicana,3.0,Taqueria Copacabana
"Av. Stim 1350 Lomas del Chamizal, Ciudad de México 05129 México",,www.tripadvisor.com.mx,2022-09-08 18:15:15,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14985955-Reviews-Makura_teppan_house-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Almuerzo, Cena",3.0,Makura teppan house
"Av Miguel Ángel de Quevedo 443 Romero de Terreros, Ciudad de México 04310 México",,www.tripadvisor.com.mx,2022-09-08 18:15:16,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13127547-Reviews-Toks-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Mexicana,3.0,Toks
"Zacatecas 220, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:16,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12018110-Reviews-Lactography-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,3.0,Lactography
"Deleg. Cuauhtemoc Colonia San Rafael Antonio Caso # 77, Ciudad de México 06470 México",,www.tripadvisor.com.mx,2022-09-08 18:15:16,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6622270-Reviews-Muelle_Diez-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Mariscos,3.0,Muelle Diez
"Alvaro Obregon 120, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:17,"Almuerzo, Cena","Servicio de mesa, Reservaciones, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3784654-Reviews-Duke_Roma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,Mexicana,3.0,Duke Roma
"Ajusco 29 Col. Toriello Guerra. Tlalpan, Ciudad de México 14050 México",,www.tripadvisor.com.mx,2022-09-08 18:15:18,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12662483-Reviews-La_Palapa_del_Pacifico_y_El_Paisa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Mexicana, Mariscos",3.0,La Palapa del Pacífico y El Paisa
"Julio Verne 89, Locales 4 y 5, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:18,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4765813-Reviews-Otto_Bar_Bistro_Gourmet-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,2.5,Otto Bar & Bistro Gourmet
"Calzada Vallejo 1090 C-21 Entre Av. Insurgentes Norte y Navarro Del. Azcapotzalco, Ciudad de México 02300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:18,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15672576-Reviews-Chili_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Estadounidense,2.0,Chili's
"Anillo Periférico 4690 Ampliación Jardínes del Pedregal, Ciudad de México 04600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:18,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15015764-Reviews-Sanborns_Perisur-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,"Desayuno, Almuerzo, Cena",3.0,Sanborns Perisur
"Avenida Azcapotzalco 586A Azcapotzalco, Ciudad de México 02000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:19,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13418387-Reviews-Dux_De_Venecia-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Mexicana,3.0,Dux De Venecia
"Oxford 35 Col. Juárez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:19,"Desayuno, Almuerzo, Cena, Brunch","Entrega a domicilio, Comida para llevar, Sirve alcohol, Acepta American Express, Acepta Mastercard, Acepta Visa, Acepta tarjetas de crédito, Servicio de mesa, Lleva tu propia bebida, Restaurantes para no fumadores",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23459125-Reviews-Lo_De_Julio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"Italiana, Mexicana, Española, Argentina, Sudamericana",3.0,Lo De Julio
"Calzada de los Leones 145 Plaza Las Águilas, local 17, Ciudad de México 01710 México",,www.tripadvisor.com.mx,2022-09-08 18:15:20,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10052343-Reviews-Tamalli-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Mexicana,3.0,Tamalli
"Avenida Jose Maria Castorena 320, Ciudad de México 05000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:20,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15758633-Reviews-Tacos_Don_Manolito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Mexicana,2.5,Tacos Don Manolito
"Calle Londres 107 Col. Juarez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:20,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14768852-Reviews-Starbuck_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Estadounidense,2.0,Starbuck's
"Calle Rio Lerma 183, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 18:15:21,"Almuerzo, Cena","Asiento, Servicio de mesa, Reservaciones",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7203639-Reviews-La_Pescaderia_Lerma-Mexico_City_Central_Mexico_and_Gulf_Coast.html,55,"Mariscos, Mexicana",3.0,La Pescadería Lerma
"Av. Desierto de los Leones #52 - Local 3 & 8 Álvaro Obregón, San Ángel, Pabellón Altavista, Ciudad de México 01000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:21,Comida para llevar,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4765860-Reviews-Italianni_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,Italiana,3.0,Italianni's
"Av. Prolongacion Paseo de La Reforma 400 Santa Fe, Zedec, Alvaro Obregon, Ciudad de México 01219 México",,www.tripadvisor.com.mx,2022-09-08 18:15:21,"Japonesa, Sushi",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13524953-Reviews-Sushi_Itto-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,$180 - $320,2.5,Sushi Itto
"Barranca del Muerto, Ciudad de México 03940 México",,www.tripadvisor.com.mx,2022-09-08 18:15:21,"Asiento, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11576228-Reviews-Taquearte_Florida-Mexico_City_Central_Mexico_and_Gulf_Coast.html,15,Mexicana,3.0,Taquearte Florida
"Ex Hacienda Coapa, Tlalpan Calzada Acoxpa 430, Ciudad de México 14340 México",,www.tripadvisor.com.mx,2022-09-08 18:15:22,"Asiento, Acceso para silla de ruedas, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12209804-Reviews-Restaurante_Palacio_de_Hierro_Paseo_Acoxpa-Mexico_City_Central_Mexico_and_Gulf_C.html,12,"Almuerzo, Cena, Brunch",3.0,Restaurante Palacio de Hierro Paseo Acoxpa
"Avenida Juarez 76 Col. Centro, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:22,"Mexicana, Internacional","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13498710-Reviews-Fiesta_Inn_Centro_Historico_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$100 - $502,3.0,Restaurante Fiesta Inn Centro Histórico
"Calle Playa Encantada 154, Colonia Militar Marte Esquina Miramar, Ciudad de México 08830 México",,www.tripadvisor.com.mx,2022-09-08 18:15:23,"Bar de vinos, Argentina, Sudamericana",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12718043-Reviews-El_Almacen_10-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$100 - $400,3.0,El Almacen 10
"Calle Malintzin 199, Ciudad de México 04100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:23,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17391086-Reviews-Aura_Vegana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,,3.0,Aura Vegana
"Calle Parroquia 810 Col del Valle Sur, Ciudad de México 03104 México",,www.tripadvisor.com.mx,2022-09-08 18:15:23,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19853539-Reviews-Fonda_Dona_Blanca-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,,2.0,Fonda Doña Blanca
"Mundo e, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:23,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4688944-Reviews-Shakey_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,Pizzería,3.0,Shakey's
"Av. Vasco de Quiroga 3800 Centro Comercial Santa fe, Ciudad de México 05500 México",,www.tripadvisor.com.mx,2022-09-08 18:15:24,"Japonesa, Sushi",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13524996-Reviews-Sushi_Itto-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$180 - $320,2.5,Sushi Itto
"Calz. Gral. Mariano Escobedo 419, Ciudad de México 11590 México",,www.tripadvisor.com.mx,2022-09-08 18:15:24,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12786938-Reviews-Wingstop-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Comida rápida,2.5,Wingstop
"Peatonal Dolores 27, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:24,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12499731-Reviews-Chung_King-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Almuerzo, Cena",3.0,Chung King
"Avenida Alvaro Obregon Roma Norte 195, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:25,"Almuerzo, Cena","Comida para llevar, Asientos al aire libre, Televisión, Acceso para silla de ruedas, Vino y cerveza, Wi-Fi gratis, Acepta tarjetas de crédito, Apto para perros",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17735289-Reviews-Joe_Joe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,"Italiana, Pizzería",2.0,Joe Joe
"Avenida Revolucion 1438 Guadalupe Inn, Ciudad de México 01020 México",,www.tripadvisor.com.mx,2022-09-08 18:15:25,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10451912-Reviews-Monas_Fun_Food-Mexico_City_Central_Mexico_and_Gulf_Coast.html,31,"Reservaciones, Asiento, Acepta tarjetas de crédito, Servicio de mesa",3.0,Monas Fun & Food
"Calle Campeche 171 Roma Sur, Ciudad de México 06760 México",,www.tripadvisor.com.mx,2022-09-08 18:15:25,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19068235-Reviews-El_Periban-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Mexicana,2.0,El Peribán
"Calle Guillermo Gonzalez Camarena # 111, Ciudad de México 01376 México",,www.tripadvisor.com.mx,2022-09-08 18:15:25,"Japonesa, Sushi",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13524987-Reviews-Sushi_Itto-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$180 - $320,2.0,Sushi Itto
"Av. Vasco de Quiroga 3900 Col Lomas de Santa Fe, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:26,Cena,"Asiento, Comida para llevar, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4016450-Reviews-Las_Alitas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,74,Estadounidense,3.0,Las Alitas
"Calle 15 No.98 Av. 4, Ciudad de México 04870 México",,www.tripadvisor.com.mx,2022-09-08 18:15:26,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15606740-Reviews-El_Tacuche_Arabe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Mexicana,2.0,El Tacuche Arabe
"Mesones #87 Esq. 5 de Febrero, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:26,"Asiento, Reservaciones, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7352004-Reviews-La_Chilanguita-Mexico_City_Central_Mexico_and_Gulf_Coast.html,43,Mexicana,3.0,La Chilanguita
"Descartes #54, Ciudad de México 11320 México",,www.tripadvisor.com.mx,2022-09-08 18:15:27,"Abierto hasta tarde, Bebidas, Cena","Reservaciones, Estacionamiento disponible, Televisión, Sillitas altas disponibles, Acceso para silla de ruedas, Acepta Visa, Asiento, Sirve alcohol, Acepta American Express, Acepta Mastercard, Solo pago en efectivo, Wi-Fi gratis, Comida para llevar, Acepta tarjetas de crédito, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8687018-Reviews-TGI_Fridays-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,$150 - $300,2.5,TGI FRIDAYS MX
"Calle Nicolas San Juan 410, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 18:15:27,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17636274-Reviews-La_Pizca_Comida_Mexicana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,,2.0,La Pizca Comida Mexicana
"Avenida Francisco I Madero #69 Col. Centro, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:27,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17630374-Reviews-Made_in_Brazil-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,"Brasilera, Sudamericana",2.0,Made in Brazil
"Av. Barranca Del Muerto 240 Col. Guadalupe Inn, Deleg. Alvaro Obregón, Ciudad de México., Ciudad de México 01020 México",,www.tripadvisor.com.mx,2022-09-08 18:15:27,Mexicana,"Desayuno, Almuerzo, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4604220-Reviews-Pollos_Rio_10-Mexico_City_Central_Mexico_and_Gulf_Coast.html,21,$60 - $250,3.0,Pollos Río 10
"Avenida Doctor Jose Maria Vertiz 823 Narvarte Poniente, Ciudad de México 03023 México",,www.tripadvisor.com.mx,2022-09-08 18:15:28,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12927018-Reviews-Saloon_Los_Cuates-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Mexicana, Bar, Pub",2.5,Saloon Los Cuates
"Calle Barrilaco 343 Lomas - Virreyes, Lomas de Chapultepec, Ciudad de México 11000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:28,Japonesa,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17346636-Reviews-Mr_Sushi_Prado_Norte-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$50 - $250,2.5,Mr. Sushi Prado Norte
"Esquina Eje 1 Norte Insurgentes Planta Baja Entrada Principal Eje Vial Eje 1 Norte Local Pbc-06 259, Ciudad de México 06350 México",,www.tripadvisor.com.mx,2022-09-08 18:15:28,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7222689-Reviews-Gerala_Tacos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,"Mexicana, Libanesa, Mediterránea",2.0,Gerala Tacos
"Aicm S/n, Ciudad de México 15620 México",,www.tripadvisor.com.mx,2022-09-08 18:15:28,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17340904-Reviews-Terraza_Mx-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,,2.0,Terraza Mx
"Periferico Sur 6704, Ciudad de México 14380 México",,www.tripadvisor.com.mx,2022-09-08 18:15:29,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2470657-Reviews-Porto_Alegre_Mariscos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Mariscos,2.5,Porto Alegre Mariscos
"Calle Hamburgo 165, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:30,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16851782-Reviews-Papa_John_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Estadounidense,2.5,Papa John's
"Avenida Campeche 367 Hipódromo, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:30,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15560413-Reviews-Comunal_Cdmx-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Mexicana, Pizzería, Turca, Vietnamita, Comida de calle",2.5,Comunal Cdmx
"Calle Estocolmo 16 Colonia Juarez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:30,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14121439-Reviews-Hankook_Garden-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,"Almuerzo, Cena",2.0,Hankook Garden
"Calle 5 de Febrero 50, Ciudad de México 04020 México",,www.tripadvisor.com.mx,2022-09-08 18:15:30,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16810823-Reviews-Antonella_Pizza-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Pizzería,2.0,Antonella Pizza
"Avenida Lomas de Sotelo 1102, Ciudad de México 11200 México",,www.tripadvisor.com.mx,2022-09-08 18:15:31,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7211752-Reviews-Pizza_Amore_Sotelo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Pizzería, Italiana, Mediterránea",2.5,Pizza Amore Sotelo
"Avenida Horacio 232, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 18:15:31,"Churrasquería, Mariscos, Internacional","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14057451-Reviews-Mr_Fry-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$500 - $700,2.0,Mr. Fry
"Londres 56, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:31,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9769873-Reviews-La_Noria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,,2.0,La Noria
"Eje Vial 1 Poniente (Calzada Vallejo) 1090 Industrial Vallejo, Ciudad de México 02300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:32,"Servicio de mesa, Reservaciones, Asiento",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11908962-Reviews-El_Chuletas_Southern_Table_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,"Almuerzo, Cena",3.0,El Chuletas Southern Table & Bar
"Calzada del Hueso 423-421, Vergel Coapa, 14320 Tlalpan, CDMX, Ciudad de México 04940 México",,www.tripadvisor.com.mx,2022-09-08 18:15:32,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13169481-Reviews-Taisan_Buffet_Chino-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,2.5,Taisan. Buffet Chino
"Avenida Miguel Angel de Quevedo 475, Ciudad de México 04310 México",,www.tripadvisor.com.mx,2022-09-08 18:15:33,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12138452-Reviews-Changos_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,Internacional,3.0,Changos Restaurante
"Av. 1ro de Mayo s/n, esquina Av. Central Col. Conjunto Urbano Las Americas, Ciudad de México 55076 México",,www.tripadvisor.com.mx,2022-09-08 18:15:33,"Mexicana, Internacional","Desayuno, Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13507544-Reviews-Fiesta_Inn_Ecatepec_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$100 - $502,3.0,Fiesta Inn Ecatepec Restaurant
"Coahuila # 148, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:33,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7066027-Reviews-Brasa_Rodizio_pizzas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,"Pizzería, Italiana",3.0,Brasa Rodizio pizzas
"Av. Horacio 206, Polanco Polanco V Secc, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 18:15:33,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12388678-Reviews-El_Rey_Del_Suadero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,,3.0,El Rey Del Suadero
"Calle Lago Alberto 320 Colonia Granada, Ciudad de México 11520 México",,www.tripadvisor.com.mx,2022-09-08 18:15:34,"Desayuno, Brunch","Asiento, Acceso para silla de ruedas, Servicio de mesa, Comida para llevar, Reservaciones",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10177726-Reviews-Vips_Parques_Polanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,22,Apto para vegetarianos,3.0,Vips Parques Polanco
"Córdoba 107, Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:34,"Bar, Pizzería, Internacional, Pub, Fusión","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15550428-Reviews-Gin_Gin_Alvaro_Obregon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,$350 - $750,3.0,Gin Gin Álvaro Obregón
"Benjamin Franklin 229, Col Hipódromo Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:34,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15082396-Reviews-Mariscos_Ando_Mareado-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Mariscos,3.0,Mariscos Ando Mareado
"Schiller 256 esquina Horacio, Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 18:15:34,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11668272-Reviews-Day_Light_Salads-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Mexicana,2.0,Day Light Salads
"República de Uruguay, 45, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:35,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13867338-Reviews-Lagrange_Churrascaria_Centro_Historico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Brasilera, Saludable, Sudamericana",2.5,Lagrange Churrascaria Centro Historico
"Amsterdam 55 Local 5 Col. Hipódromo de la Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:35,"Desayuno, Almuerzo, Cena","Entrega a domicilio, Comida para llevar, Asiento, Sillitas altas disponibles, Acepta American Express, Acepta Mastercard, Acepta Visa, Solo pago en efectivo, Wi-Fi gratis",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9733783-Reviews-Half_Half-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$50 - $500,2.0,Half & Half
"Gran Sur 5550 Local A2, Pedregal de Carrasco, Coyoacan, Ciudad de México 04300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:36,"Asiento, Servicio de mesa, Acceso para silla de ruedas",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7915116-Reviews-Italiannis_Gran_Sur-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,Italiana,3.0,Italiannis Gran Sur
"Insurgentes Sur 1800 Col. Florida, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:36,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3677490-Reviews-Wings_Factory-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,Estadounidense,3.0,Wings Factory
"Local 10 Puente Conexion frente a la terminal de Aerobus Aeropuerto Internacional de la Cd. de México Terminal 1, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:36,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7698025-Reviews-La_Tia_Goyita-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Mexicana,1.0,La Tia Goyita
"Calle Puebla 303 Colonia Roma, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:37,"Mexicana, Café",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12997258-Reviews-Punto_de_Cruz-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$65 - $95,2.5,Punto de Cruz
"952 Calle Rio Bamba, Ciudad de México 07300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:37,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12526018-Reviews-Y_hablamos_cafe-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Café,3.0,Y hablamos café
"Avenida Horacio 138 Polanco V Secc, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 18:15:38,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12503417-Reviews-Teikit_Sushi_Shop-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,Sushi,2.5,Teikit Sushi Shop
"Calle Copenhague 31, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:38,"Reservaciones, Asiento, Sirve alcohol, Servicio de mesa, Asientos al aire libre, Servicio de valet, Bar completo, Vino y cerveza, Acepta American Express, Acepta Mastercard, Acepta Visa, Acepta tarjetas de crédito, Música en vivo, Bares de deportes",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9809139-Reviews-Angus_Butcher_House-Mexico_City_Central_Mexico_and_Gulf_Coast.html,36,"Cena, Abierto hasta tarde, Bebidas",3.0,Angus Butcher House
